reactants,products
C S . N c 1 c c ( Cl ) c ( Cl ) c c 1 [N+] ( = O ) [O-] ,C S c 1 c c ( N ) c ( [N+] ( = O ) [O-] ) c c 1 Cl
N C ( = O ) c 1 c ( Cl ) c n c c 1 Cl . S = P 1 2 S P 3 ( = S ) S P ( = S ) ( S 1 ) S P ( = S ) ( S 2 ) S 3 ,N C ( = S ) c 1 c ( Cl ) c n c c 1 Cl
N N c 1 c c c ( Cl ) c c 1 . O = C ( Cl ) c 1 c ( Cl ) c n c c 1 Cl ,N N ( C ( = O ) c 1 c ( Cl ) c n c c 1 Cl ) c 1 c c c ( Cl ) c c 1
O = C ( O ) c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 - n 1 c c c c 1 ,O = [N+] ( [O-] ) c 1 c c c ( - n 2 c c c c 2 ) c ( C O ) c 1
Br Br . C c 1 c c ( F ) c c c 1 [N+] ( = O ) [O-] ,C c 1 c c ( F ) c ( Br ) c c 1 [N+] ( = O ) [O-]
C c 1 c c c ( N ) c c 1 Br . O = S ( = O ) ( O ) O ,C c 1 c c c ( O ) c c 1 Br
C O c 1 c c c ( N ) c c 1 Cl . O = S ( = O ) ( O ) O ,C O c 1 c c c ( O ) c c 1 Cl
C c 1 c c ( O ) c c ( O S ( = O ) ( = O ) c 2 c c c c c 2 Cl ) c 1 ,O = S ( = O ) ( O ) c 1 c c c c c 1 Cl
N C ( = O ) n 1 c c c ( - c 2 c c c ( O c 3 c c c ( [N+] ( = O ) [O-] ) c c 3 ) c c 2 ) n 1 ,N C ( = O ) n 1 c c c ( - c 2 c c c ( O c 3 c c c ( N ) c c 3 ) c c 2 ) n 1
C S ( = O ) ( = O ) Cl . c 1 c c c ( O c 2 c c c ( - c 3 c c [nH] n 3 ) c c 2 ) c c 1 ,C S ( = O ) ( = O ) n 1 c c c ( - c 2 c c c ( O c 3 c c c c c 3 ) c c 2 ) n 1
C O c 1 c c c ( F ) c c 1 B ( O ) O . O = [N+] ( [O-] ) c 1 c c c c c 1 Br ,C O c 1 c c c ( F ) c c 1 - c 1 c c c c c 1 [N+] ( = O ) [O-]
C O c 1 c c c ( F ) c c 1 - c 1 c c c c c 1 [N+] ( = O ) [O-] ,C O c 1 c c c ( F ) c 2 [nH] c 3 c c c c c 3 c 1 2
C O c 1 c c c ( F ) c 2 [nH] c 3 c c c c c 3 c 1 2 ,O c 1 c c c ( F ) c 2 [nH] c 3 c c c c c 3 c 1 2
C c 1 c c c c c 1 S ( = O ) [O-] ,C c 1 c c c c c 1 S ( = O ) O
N c 1 c c ( Cl ) c c ( Cl ) c 1 . O = C ( O ) c 1 c c c n c 1 Cl ,O = C ( O ) c 1 c c c n c 1 N c 1 c c ( Cl ) c c ( Cl ) c 1
O = S ( Cl ) Cl . O C c 1 c c c n c 1 N c 1 c c ( Cl ) c c ( Cl ) c 1 ,Cl C c 1 c c c n c 1 N c 1 c c ( Cl ) c c ( Cl ) c 1
O = C ( O ) c 1 c c 2 c n c c ( Cl ) c 2 o 1 . O = S ( Cl ) Cl ,O = C ( Cl ) c 1 c c 2 c n c c ( Cl ) c 2 o 1
C O c 1 c c 2 c ( N ( Cl ) c 3 c c c c c 3 F ) n c n c 2 c c 1 O ,c 1 c c c 2 n c n c c 2 c 1
C O c 1 c c 2 c ( N c 3 c c c ( Cl ) c c 3 F ) n c n c 2 c c 1 O ,C O c 1 c c c 2 n c n c ( N c 3 c c c ( Cl ) c c 3 F ) c 2 c 1
O = C ( c 1 c c ( S ( = O ) ( = O ) O ) c ( O ) c c 1 O ) c 1 c c ( S ( = O ) ( = O ) O ) c ( O ) c c 1 O ,O = C ( c 1 c c c c c 1 ) c 1 c c c ( O ) c c 1 O
O = S ( = O ) ( O ) Cl . c 1 c c c ( C c 2 c c c c c 2 ) c c 1 ,O = S ( = O ) ( O ) c 1 c c c ( C c 2 c c c c c 2 ) c c 1
O = C c 1 c c c ( Br ) n c 1 ,O C c 1 c c c ( Br ) n c 1
C O c 1 c c c ( N ) c c 1 O . O = S ( = O ) ( Cl ) c 1 c c ( Br ) c ( F ) c ( F ) c 1 F ,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c ( Br ) c ( F ) c ( F ) c 2 F ) c c 1 O
C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c ( F ) c ( F ) c ( F ) c ( F ) c 2 Br ) c c 1 O ,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c ( F ) c ( F ) c ( F ) c 2 F ) c c 1 O
N c 1 c c c c ( C O ) c 1 . O = c 1 c c ( Cl ) [nH] c ( = O ) [nH] 1 ,O = c 1 c c ( N c 2 c c c c ( C O ) c 2 ) [nH] c ( = O ) [nH] 1
Br Br . C n 1 n c ( - c 2 c ( F ) c c c c 2 Cl ) n c 1 - c 1 s c c ( Cl ) c 1 Cl ,C n 1 n c ( - c 2 c ( F ) c c c c 2 Cl ) n c 1 - c 1 s c ( Br ) c ( Cl ) c 1 Cl
C c 1 c c c ( N ) c ( F ) c 1 . [I-] ,C c 1 c c c ( I ) c ( F ) c 1
O = C ( O ) c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 ,O = N c 1 c c c c ( C ( = O ) O ) c 1
O = C c 1 c c c c ( Br ) c 1 . O B ( O ) c 1 c c s c 1 ,O = C c 1 c c c c ( - c 2 c c s c 2 ) c 1
O = C c 1 c c ( Br ) c c c 1 F . O B ( O ) c 1 c c s c 1 ,O = C c 1 c c ( - c 2 c c s c 2 ) c c c 1 F
O = C c 1 c c ( Br ) c c c 1 O . O B ( O ) c 1 c c s c 1 ,O = C c 1 c c ( - c 2 c c s c 2 ) c c c 1 O
N c 1 c c c ( Cl ) c ( C ( = O ) O ) c 1 . O = N [O-] ,O = C ( O ) c 1 c c ( O ) c c c 1 Cl
C S ( N ) ( = O ) = O . O = c 1 [nH] c 2 c c c c c 2 c ( = O ) o 1 ,C S ( = O ) ( = O ) N C ( = O ) c 1 c c c c c 1 N
N # C c 1 c ( F ) c c c c 1 Cl . N O ,N C ( = N O ) c 1 c ( F ) c c c c 1 Cl
O = C ( O ) c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 O ,O = C ( N C 1 C C C C C 1 ) c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 O
N # C [B-] ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) c 1 c c c c c 1 ,c 1 c c c ( B ( c 2 c c c c c 2 ) c 2 c c c c c 2 ) c c 1
C O c 1 c c ( [Mg] Br ) c ( F ) c c 1 Cl . O = S ( c 1 c c c c c 1 ) c 1 n c c ( Cl ) c c 1 F ,C O c 1 c c ( - c 2 n c c ( Cl ) c c 2 F ) c ( F ) c c 1 Cl
N N C ( N ) = S . O = c 1 [nH] c 2 c c c c c 2 c ( = O ) o 1 ,N C ( = S ) N N C ( = O ) c 1 c c c c c 1 N
Br c 1 c c c o 1 . C c 1 c c c ( B ( O ) O ) c c 1 ,C c 1 c c c ( - c 2 c c c o 2 ) c c 1
O C c 1 c c 2 c c c c c 2 o 1 ,O = C c 1 c c 2 c c c c c 2 o 1
C O c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 - c 1 c n c o 1 ,C O c 1 c c ( N ) c c c 1 - c 1 c n c o 1
N # C c 1 c c c c ( N ) c 1 ,N C c 1 c c c c ( N ) c 1
O = [N+] ( [O-] ) c 1 c c c c c 1 N C c 1 c c c c c 1 ,N c 1 c c c c c 1 N C c 1 c c c c c 1
C O . c 1 c c c 2 [nH] c n c 2 c 1 ,C c 1 n c 2 c c c c c 2 [nH] 1
O = C ( O ) c 1 c c ( Cl ) c c c 1 O . O = S ( Cl ) Cl ,O = C ( Cl ) c 1 c c ( Cl ) c c c 1 O
O = C ( O ) c 1 c c c ( F ) c c 1 F . [OH-] ,O = C ( O ) c 1 c c c ( F ) c c 1 O
O = C ( O ) c 1 c c c ( F ) c c 1 O . O = S ( Cl ) Cl ,O = C ( Cl ) c 1 c c c ( F ) c c 1 O
C c 1 c c c c c 1 ,c 1 c c c 2 c ( c 1 ) C c 1 c c c c c 1 - 2
Br Br . F C ( F ) ( F ) c 1 c c c c c 1 ,F C ( F ) ( F ) c 1 c c c c ( Br ) c 1
O = [N+] ( [O-] ) c 1 c c c c ( B ( O ) O ) c 1 . O = c 1 [nH] c 2 c c c ( Br ) c c 2 n 1 C c 1 c c c c c 1 ,O = c 1 [nH] c 2 c c c ( - c 3 c c c c ( [N+] ( = O ) [O-] ) c 3 ) c c 2 n 1 C c 1 c c c c c 1
C O c 1 c c ( Br ) c c c 1 N . O = [N+] ( [O-] ) c 1 c c c c ( B ( O ) O ) c 1 ,C O c 1 c c ( - c 2 c c c c ( [N+] ( = O ) [O-] ) c 2 ) c c c 1 N
C O c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 Br . O B ( O ) c 1 c c n c c 1 ,C O c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 - c 1 c c n c c 1
C c 1 [nH] n c ( - c 2 c c c ( F ) c c 2 ) c 1 - c 1 c c n c c 1 . O . O = [Mn] ( = O ) ( = O ) [O-] ,O = C ( O ) c 1 n [nH] c ( - c 2 c c c ( F ) c c 2 ) c 1 - c 1 c c n c c 1
O = C ( O ) c 1 n [nH] c ( - c 2 c c c ( F ) c c 2 ) c 1 - c 1 c c n c c 1 ,O C c 1 n [nH] c ( - c 2 c c c ( F ) c c 2 ) c 1 - c 1 c c n c c 1
Br Br . C n 1 c c ( - c 2 c c n c c 2 ) c ( - c 2 c c c ( F ) c c 2 ) n 1 ,C n 1 n c ( - c 2 c c c ( F ) c c 2 ) c ( - c 2 c c n c c 2 ) c 1 Br
O = C ( [O-] ) c 1 c c ( - c 2 c [nH] n c 2 - c 2 c c c ( F ) c c 2 ) c c n 1 ,O = C ( O ) c 1 c c ( - c 2 c [nH] n c 2 - c 2 c c c ( F ) c c 2 ) c c n 1
O = S ( Cl ) Cl . O = c 1 c c ( C O ) o c c 1 O ,O = c 1 c c ( C Cl ) o c c 1 O
C c 1 c c c c ( N ) c 1 . O = [N+] ( [O-] ) c 1 c c c n c 1 Cl ,C c 1 c c c c ( N c 2 n c c c c 2 [N+] ( = O ) [O-] ) c 1
C c 1 c c c c ( N c 2 n c c c c 2 [N+] ( = O ) [O-] ) c 1 ,C c 1 c c c c ( N c 2 n c c c c 2 N ) c 1
O = C ( Cl ) c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 . c 1 c c n 2 c c c c 2 c 1 ,O = C ( c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 ) c 1 c c c 2 c c c c n 1 2
N c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 . O = C ( Cl ) c 1 c c c c c 1 ,O = C ( N c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 ) c 1 c c c c c 1
N c 1 c c ( Cl ) c c ( Cl ) c 1 . O = C ( Cl ) c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 ,O = C ( N c 1 c c ( Cl ) c c ( Cl ) c 1 ) c 1 c c c c ( [N+] ( = O ) [O-] ) c 1
O = C ( N c 1 c c ( Cl ) c c ( Cl ) c 1 ) c 1 c c c c ( N c 2 n c c c c 2 [N+] ( = O ) [O-] ) c 1 ,N c 1 c c c n c 1 N c 1 c c c c ( C ( = O ) N c 2 c c ( Cl ) c c ( Cl ) c 2 ) c 1
N c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 . O = C ( Cl ) c 1 c c c 2 c c c c c 2 c 1 ,O = C ( N c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 ) c 1 c c c 2 c c c c c 2 c 1
O = C ( N c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 ) c 1 c c c 2 c c c c c 2 c 1 ,N c 1 c c c c ( N C ( = O ) c 2 c c c 3 c c c c c 3 c 2 ) c 1
N c 1 c c c c ( N C ( = O ) c 2 c c c 3 c c c c c 3 c 2 ) c 1 . O = [N+] ( [O-] ) c 1 c c c n c 1 Cl ,O = C ( N c 1 c c c c ( N c 2 n c c c c 2 [N+] ( = O ) [O-] ) c 1 ) c 1 c c c 2 c c c c c 2 c 1
O = C ( N c 1 c c c c ( N c 2 n c c c c 2 [N+] ( = O ) [O-] ) c 1 ) c 1 c c c 2 c c c c c 2 c 1 ,N c 1 c c c n c 1 N c 1 c c c c ( N C ( = O ) c 2 c c c 3 c c c c c 3 c 2 ) c 1
O = c 1 c ( C c 2 c c c c c 2 [N+] ( = O ) [O-] ) n c 2 c c c n c 2 n 1 - c 1 c c c c c 1 ,N c 1 c c c c c 1 C c 1 n c 2 c c c n c 2 n ( - c 2 c c c c c 2 ) c 1 = O
C S c 1 c c c c c 1 Br . O B ( O ) c 1 c c c 2 [nH] c c c 2 c 1 ,C S c 1 c c c c c 1 - c 1 c c c 2 [nH] c c c 2 c 1
C c 1 c c c 2 c c ( [N+] ( = O ) [O-] ) c c c 2 n 1 ,C c 1 c c c 2 c c ( N ) c c c 2 n 1
C c 1 c n c 2 c c ( F ) c c c 2 n 1 . O = [Se] = O ,O = C c 1 c n c 2 c c ( F ) c c c 2 n 1
O = C c 1 c n c 2 c c ( F ) c c c 2 n 1 . O O ,O = C ( O ) c 1 c n c 2 c c ( F ) c c c 2 n 1
N c 1 c c ( Br ) c n c 1 O . O = C O . O = [N+] ( [O-] ) c 1 c c c n c 1 O ,Br c 1 c c c 2 n c o c 2 n 1
O = [N+] ( [O-] ) c 1 c c 2 c ( N C c 3 c c c c c 3 ) n c ( Cl ) n c 2 s 1 . c 1 c n [nH] c 1 ,O = [N+] ( [O-] ) c 1 c c 2 c ( N C c 3 c c c c c 3 ) n c ( - n 3 c c c n 3 ) n c 2 s 1
Br c 1 c c c c 2 c c [nH] c 1 2 . O = C ( [O-] ) [O-] ,C n 1 c c c 2 c c c c ( Br ) c 2 1
Br c 1 c c c 2 [nH] c c c 2 c 1 . C n 1 c c c 2 c c c c ( Br ) c 2 1 ,C n 1 c c c 2 c c ( Br ) c c c 2 1
O = [N+] ( [O-] ) c 1 c c c ( C Cl ) c c 1 . c 1 c c c 2 [nH] c c c 2 c 1 ,O = [N+] ( [O-] ) c 1 c c c ( C n 2 c c c 3 c c c c c 3 2 ) c c 1
O = C c 1 c n c c ( Br ) c 1 ,O C c 1 c n c c ( Br ) c 1
C N c 1 c c ( O c 2 c ( F ) c ( F ) c ( F ) c ( F ) c 2 F ) c c c 1 [N+] ( = O ) [O-] ,C N c 1 c c ( O c 2 c ( F ) c ( F ) c ( F ) c ( F ) c 2 F ) c c c 1 N
Cl . N c 1 c ( F ) c c c c 1 C ( F ) ( F ) F . O = S = O ,O = S ( = O ) ( Cl ) c 1 c ( F ) c c c c 1 C ( F ) ( F ) F
O = C ( O ) c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1 ,O = [N+] ( [O-] ) c 1 c c ( C O ) c c ( [N+] ( = O ) [O-] ) c 1
Cl . N c 1 c c ( C O ) c c ( [N+] ( = O ) [O-] ) c 1 ,O = [N+] ( [O-] ) c 1 c c ( Cl ) c c ( C O ) c 1
C O c 1 c c c 2 c c [n+] ( [O-] ) c c 2 c 1 . O = P ( Cl ) ( Cl ) Cl ,C O c 1 c c c 2 c c n c ( Cl ) c 2 c 1
N # C c 1 c c c 2 c c n c ( N ) c 2 c 1 ,N C c 1 c c c 2 c c n c ( N ) c 2 c 1
O = C c 1 c c 2 c c c c c 2 n c 1 Cl ,O C c 1 c c 2 c c c c c 2 n c 1 Cl
Br . O = c 1 c c c ( C O ) c [nH] 1 ,O = c 1 c c c ( C Br ) c [nH] 1
O = c 1 c c c ( C Br ) c [nH] 1 . [OH-] ,C C N ( C C ) C c 1 c c c [nH] c 1 = O
O = C ( O ) c 1 c c c ( O ) n c 1 . O = S ( Cl ) Cl ,O c 1 c c c ( C Cl ) c n 1
Br C c 1 c c c 2 s c c c 2 c 1 . N ,N C c 1 c c c 2 s c c c 2 c 1
O = C = N S ( = O ) ( = O ) Cl . O c 1 c c c c c 1 ,N S ( = O ) ( = O ) O c 1 c c c c c 1
N c 1 c c c c c 1 N . O = C ( O ) c 1 c c c c c 1 . O = S ( = O ) ( O ) O . O = S ( = O ) ( O ) O ,O = S ( = O ) ( O ) c 1 c c ( S ( = O ) ( = O ) O ) c 2 [nH] c ( - c 3 c c c c c 3 ) n c 2 c 1
Br c 1 c c c c c 1 . O = C c 1 c c c ( - c 2 c c c c c 2 ) c c 1 ,O C ( c 1 c c c c c 1 ) c 1 c c c ( - c 2 c c c c c 2 ) c c 1
O = C c 1 c c c ( O ) c c 1 O . O c 1 c c ( O ) n c ( S ) n 1 ,O = C 1 N C ( = S ) N C ( = O ) C 1 = C c 1 c c c ( O ) c c 1 O
O = C c 1 c c c ( Br ) s 1 . O c 1 c c ( O ) n c ( S ) n 1 ,O = C 1 N C ( = S ) N C ( = O ) C 1 = C c 1 c c c ( Br ) s 1
Br c 1 c n c c ( Br ) c 1 . C O c 1 c c c ( O ) c c 1 ,C O c 1 c c c ( O c 2 c n c c ( Br ) c 2 ) c c 1
O = C ( O ) c 1 c c c n c 1 Cl ,C C C C O c 1 n c c c c 1 C ( = O ) O
C c 1 c ( Br ) c n c ( N ) c 1 Br . O . [OH-] ,C c 1 c ( Br ) c n c ( [N+] ( = O ) [O-] ) c 1 Br
C O c 1 c c c 2 n c ( - c 3 c c c c c 3 ) c c ( Cl ) c 2 c 1 ,O c 1 c c c 2 n c ( - c 3 c c c c c 3 ) c c ( Cl ) c 2 c 1
C c 1 c c c ( I ) c c 1 Cl . Cl c 1 c c n c 2 c c c c c 1 2 ,C c 1 c c c ( - c 2 c c ( Cl ) c 3 c c c c c 3 n 2 ) c c 1 Cl
C O c 1 c c c 2 c ( Cl ) c c n c 2 c 1 . Cl c 1 c c c ( I ) c c 1 Cl ,C O c 1 c c c 2 c ( Cl ) c c ( - c 3 c c c ( Cl ) c ( Cl ) c 3 ) n c 2 c 1
Cl c 1 c c n c 2 c c c c c 1 2 . F C ( F ) ( F ) c 1 c c c ( Br ) c c 1 ,F C ( F ) ( F ) c 1 c c c ( - c 2 c c ( Cl ) c 3 c c c c c 3 n 2 ) c c 1
Br C c 1 c c c c c 1 . O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 O ,O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 O C c 1 c c c c c 1
C O c 1 c n c c ( Br ) c 1 . [NH4+] ,C O c 1 c n c c ( N ) c 1
Br c 1 c n c c ( O C c 2 c c c c c 2 ) c 1 . N ,N c 1 c n c c ( O C c 2 c c c c c 2 ) c 1
N c 1 c n c c ( O C c 2 c c c c c 2 ) c 1 . O = S ( = O ) ( O ) O ,O c 1 c n c c ( O C c 2 c c c c c 2 ) c 1
C O . O = c 1 [nH] c ( S ) n c c 1 O c 1 c c c ( Cl ) c c 1 ,C S c 1 n c c ( O c 2 c c c ( Cl ) c c 2 ) c ( = O ) [nH] 1
Cl c 1 c c c c n 1 . N C = O ,N C ( = O ) c 1 c c c c n 1
Cl c 1 c c c c n 1 . N C = O ,N C ( = O ) c 1 c c c c n 1
Br C c 1 c c c c c 1 . O c 1 c c ( Cl ) c c ( Cl ) c 1 ,Cl c 1 c c ( Cl ) c c ( O C c 2 c c c c c 2 ) c 1
Br C c 1 c c c c c 1 . O c 1 c c c c ( Br ) c 1 ,Br c 1 c c c c ( O C c 2 c c c c c 2 ) c 1
O = S ( = O ) ( Cl ) Cl . O = S ( [O-] ) c 1 c c c c ( O C c 2 c c c c c 2 ) c 1 ,O = S ( = O ) ( Cl ) c 1 c c c c ( O C c 2 c c c c c 2 ) c 1
C O c 1 c c c c ( - c 2 c c c c c 2 [N+] ( = O ) [O-] ) c 1 ,O = [N+] ( [O-] ) c 1 c c c c c 1 - c 1 c c c c ( O ) c 1
O = C ( [O-] ) [O-] . O = c 1 c c c 2 c c c c ( [N+] ( = O ) [O-] ) c 2 [nH] 1 ,C O c 1 c c c 2 c c c c ( [N+] ( = O ) [O-] ) c 2 n 1
C O c 1 c c c 2 c c c c ( [N+] ( = O ) [O-] ) c 2 n 1 ,C O c 1 c c c 2 c c c c ( N ) c 2 n 1
N # C c 1 c c c n c 1 . O = P ( [O-] ) ( [O-] ) [O-] ,N C ( = O ) c 1 c c c n c 1
N # C c 1 c c ( Br ) c c c 1 N . O B ( O ) c 1 c c c c ( Cl ) c 1 ,N # C c 1 c c ( - c 2 c c c c ( Cl ) c 2 ) c c c 1 N
F C ( F ) ( Br ) Br . S c 1 n c 2 n c c c c 2 s 1 ,F C ( F ) ( Br ) S c 1 n c 2 n c c c c 2 s 1
F C ( F ) Cl . S c 1 n c 2 n c c c c 2 s 1 ,F C ( F ) S c 1 n c 2 n c c c c 2 s 1
O = C ( O ) c 1 c c ( Cl ) c c c 1 [N+] ( = O ) [O-] . O = S ( = O ) ( Cl ) Cl ,O = C ( Cl ) c 1 c c ( Cl ) c c c 1 [N+] ( = O ) [O-]
N c 1 c c c ( C ( F ) ( F ) F ) c c 1 [N+] ( = O ) [O-] . O = S ( = O ) ( Cl ) c 1 c c c c c 1 ,O = [N+] ( [O-] ) c 1 c c ( C ( F ) ( F ) F ) c c c 1 N S ( = O ) ( = O ) c 1 c c c c c 1
O = C ( [O-] ) [O-] . O = c 1 o c 2 c c c ( O ) c c 2 s 1 ,C O c 1 c c c ( O ) c c 1 S C
N c 1 c c c 2 c ( c 1 ) C c 1 c c c c ( F ) c 1 - 2 ,C C 1 = c 2 c c 3 c ( c c 2 N C ( C ) ( C ) C 1 ) = C c 1 c c c c ( F ) c 1 - 3
O = [N+] ( [O-] ) c 1 c c ( C O ) c c ( [N+] ( = O ) [O-] ) c 1 ,O = C c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1
O = C ( Cl ) c 1 c c c ( I ) c c 1 ,O C c 1 c c c ( I ) c c 1
O C c 1 c c c c c 1 I ,O = C c 1 c c c c c 1 I
O C c 1 c c c c ( I ) c 1 ,O = C c 1 c c c c ( I ) c 1
N O . O = C c 1 c c c c c 1 I ,O N C c 1 c c c c c 1 I
N O . O = C c 1 c c c c ( I ) c 1 ,O N C c 1 c c c c ( I ) c 1
O = C ( [O-] ) [O-] . O = [N+] ( [O-] ) c 1 c c c c c 1 Br ,O = [N+] ( [O-] ) c 1 c c c c c 1 O c 1 c c c c c 1 [N+] ( = O ) [O-]
Br c 1 c c c c n 1 . O = C c 1 c c c c ( Br ) c 1 ,O = C c 1 c c c c ( - c 2 c c c c n 2 ) c 1
N c 1 c c c c ( O c 2 c c c c c 2 ) c 1 . O = C c 1 c c c c ( Br ) c 1 ,Br c 1 c c c c ( C N c 2 c c c c ( O c 3 c c c c c 3 ) c 2 ) c 1
Br c 1 c c o c 1 . O = C c 1 c c c c ( B ( O ) O ) c 1 ,O = C c 1 c c c c ( - c 2 c c o c 2 ) c 1
Cl c 1 n c c c n 1 . O = C c 1 c c c c ( B ( O ) O ) c 1 ,O = C c 1 c c c c ( - c 2 n c c c n 2 ) c 1
Cl c 1 n c c c n 1 . O = C c 1 c c c c ( O ) c 1 ,O = C c 1 c c c c ( O c 2 n c c c n 2 ) c 1
N c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 . O = C ( Cl ) O c 1 c c c c c 1 ,O = C ( N c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 ) O c 1 c c c c c 1
N N . O = C ( N c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 ) O c 1 c c c c c 1 ,N N C ( = O ) N c 1 c c c ( [N+] ( = O ) [O-] ) c c 1
Cl c 1 n c n c 2 c 1 c ( - c 1 c c c o 1 ) n n 2 C c 1 c c c c c 1 ,c 1 c c c ( C n 2 n c ( - c 3 c c c o 3 ) c 3 c n c n c 3 2 ) c c 1
F c 1 c c c c c 1 C n 1 n c ( - c 2 c c c o 2 ) c 2 c c c n c 2 1 . O = S ( Cl ) Cl ,O = S ( Cl ) c 1 c c c ( - c 2 n n ( C c 3 c c c c c 3 F ) c 3 n c c c c 2 3 ) o 1
O = C ( O ) c 1 c c ( I ) c c c 1 O ,C C C ( = O ) O c 1 c c c ( I ) c c 1
Cl C ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) c 1 c c c c c 1 . O = c 1 [nH] c 2 c c c ( Br ) c c 2 o 1 ,O = c 1 o c 2 c c ( Br ) c c c 2 n 1 C ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) c 1 c c c c c 1
C c 1 c c c c c 1 . c 1 c c 2 c c 3 c c c ( c c 4 c c c ( c c 5 c c c ( c c 1 n 2 ) [nH] 5 ) n 4 ) [nH] 3 ,C # C c 1 c c 2 c c 3 c c c ( c c 4 c c c ( c c 5 c c c ( c c 1 [nH] 2 ) n 5 ) [nH] 4 ) n 3
N c 1 c c ( Cl ) c ( Cl ) c c 1 N . O = C c 1 c c ( Br ) c s 1 ,Cl c 1 c c 2 n c ( - c 3 c c ( Br ) c s 3 ) [nH] c 2 c c 1 Cl
Cl c 1 c c 2 n c [nH] c 2 c c 1 Cl . O = C c 1 c c c ( F ) c c 1 ,O = C c 1 c c c ( - n 2 c n c 3 c c ( Cl ) c ( Cl ) c c 3 2 ) c c 1
O = C ( O ) c 1 c c c n c 1 . [N-] = [N+] = N P ( = O ) ( c 1 c c c c c 1 ) c 1 c c c c c 1 ,[N-] = [N+] = N C ( = O ) c 1 c c c n c 1
C c 1 n c c c c 1 O c 1 c c c ( [N+] ( = O ) [O-] ) c n 1 ,C c 1 n c c c c 1 O c 1 c c c ( N ) c n 1
N C c 1 c ( F ) c c c c 1 F . O = N [O-] ,O C c 1 c ( F ) c c c c 1 F
N # C c 1 c ( F ) c c c c 1 F ,N C c 1 c ( F ) c c c c 1 F
C [S-] . N c 1 c c ( Cl ) c ( Cl ) c c 1 [N+] ( = O ) [O-] ,C S c 1 c c ( N ) c ( [N+] ( = O ) [O-] ) c c 1 Cl
Br C c 1 c c c c c 1 . N c 1 c c c ( O ) c c 1 [N+] ( = O ) [O-] ,N c 1 c c c ( O C c 2 c c c c c 2 ) c c 1 [N+] ( = O ) [O-]
O = C ( N c 1 c c c c c 1 O ) c 1 c c s c 1 Br ,O = C 1 N c 2 c c c c c 2 O c 2 s c c c 2 1
O = C 1 N c 2 c c c c c 2 O c 2 s c ( Br ) c c 2 1 . [O-] B ( [O-] ) O c 1 c c c c c 1 ,O = C 1 N c 2 c c c c c 2 O c 2 s c ( - c 3 c c c c c 3 ) c c 2 1
N # C c 1 c ( N ) c c ( N ) n c 1 Br ,N # C c 1 c n c ( N ) c c 1 N
C I . O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 O ,C O c 1 c c ( F ) c c c 1 [N+] ( = O ) [O-]
C O c 1 c c ( F ) c c c 1 [N+] ( = O ) [O-] ,C O c 1 c c ( F ) c c c 1 N
C [O-] . Cl c 1 c c n c ( Cl ) n 1 ,C O c 1 c c n c ( Cl ) n 1
Br c 1 c c c ( - c 2 c c c c c 2 ) c c 1 . N = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 ,c 1 c c c ( C ( = N c 2 c c c ( - c 3 c c c c c 3 ) c c 2 ) c 2 c c c c c 2 ) c c 1
O = P ( Cl ) ( Cl ) Cl . O = c 1 c c ( - c 2 c c c c c 2 ) c 2 c c ( C ( c 3 c c c ( F ) c c 3 ) n 3 c c n c 3 ) c c c 2 [nH] 1 ,F c 1 c c c ( C ( c 2 c c c 3 n c ( Cl ) c c ( - c 4 c c c c c 4 ) c 3 c 2 ) n 2 c c n c 2 ) c c 1
